step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
410,CASH_OUT,871745.76,C326766098,871745.76,0.0,C844559371,1830440.62,2702186.38,1,0
396,CASH_IN,519426.69,C881037104,16722458.72,17241885.4,C1102456557,4663069.38,4143642.69,0,0
259,PAYMENT,18397.48,C66083516,0.0,0.0,M1874092314,0.0,0.0,0,0
333,CASH_IN,172077.73,C1746358330,7519418.86,7691496.59,C256531377,4687399.44,4515321.71,0,0
686,TRANSFER,1637875.33,C1652871533,1637875.33,0.0,C624254500,0.0,0.0,1,0
689,CASH_OUT,2163012.63,C1593930308,2163012.63,0.0,C1515597867,0.0,2163012.63,1,0
591,CASH_OUT,4863106.47,C819607740,4863106.47,0.0,C346707940,0.0,4863106.47,1,0
11,CASH_OUT,20037.82,C412966601,10834.0,0.0,C337958577,1514.0,22524.74,0,0
329,CASH_OUT,232585.8,C1655164578,165562.0,0.0,C1851618879,2026650.21,2259236.01,0,0
284,PAYMENT,1531.71,C1217007,22881.0,21349.29,M1045046847,0.0,0.0,0,0
92,CASH_OUT,21574.55,C313908201,21574.55,0.0,C1295977505,0.0,21574.55,1,0
145,CASH_OUT,150245.05,C2046096221,150245.05,0.0,C1306048259,1833611.89,1983856.94,1,0
397,PAYMENT,6340.43,C1268913839,0.0,0.0,M134711219,0.0,0.0,0,0
211,TRANSFER,479832.09,C603326935,0.0,0.0,C45445256,1421866.94,1901699.03,0,0
154,PAYMENT,1926.85,C1461463577,607.0,0.0,M1655432737,0.0,0.0,0,0
222,TRANSFER,1338487.47,C146036421,1338487.47,0.0,C423402109,0.0,0.0,1,0
397,CASH_OUT,52689.13,C2024128077,52689.13,0.0,C221905096,160085.29,212774.42,1,0
279,CASH_OUT,236757.45,C1317321440,0.0,0.0,C461072507,1117259.88,1354017.33,0,0
287,CASH_OUT,7109453.78,C34310706,7109453.78,0.0,C615611865,1377347.2,8486800.98,1,0
39,CASH_IN,6044.96,C1814015445,11504.0,17548.96,C560220830,59875.0,0.0,0,0
398,CASH_OUT,10478.64,C1676645284,788.0,0.0,C1239497759,376309.55,386788.19,0,0
229,PAYMENT,2017.43,C1226088237,69562.66,67545.23,M1374563453,0.0,0.0,0,0
160,CASH_OUT,200330.14,C1416145951,387.0,0.0,C1538961175,3079166.74,3321302.8,0,0
396,CASH_OUT,63133.62,C99698763,154465.0,91331.38,C1832123045,807572.55,960980.21,0,0
654,TRANSFER,1290224.84,C296753895,1290224.84,0.0,C254269192,0.0,0.0,1,0
212,CASH_OUT,197881.33,C1703114347,0.0,0.0,C840406036,2037329.82,2235211.16,0,0
205,CASH_IN,62261.2,C1057374681,4186404.21,4248665.41,C1219540550,467677.71,405416.51,0,0
538,CASH_IN,134150.88,C1093534558,5902645.89,6036796.77,C855144491,510497.16,376346.28,0,0
300,CASH_OUT,128158.4,C778558982,0.0,0.0,C823705021,264528.04,392686.44,0,0
161,TRANSFER,10000000.0,C831325954,11336901.11,1336901.11,C1166671647,0.0,0.0,1,0
249,CASH_OUT,3138.25,C550487166,3138.25,0.0,C156487696,249297.18,252435.43,1,0
551,TRANSFER,150924.76,C1104531414,150924.76,0.0,C1502819168,0.0,0.0,1,0
514,CASH_OUT,3551771.18,C724176081,3551771.18,0.0,C1715461224,208369.87,3760141.06,1,0
12,CASH_OUT,291182.56,C103483511,11149.0,0.0,C4083263,580539.95,871722.51,0,0
518,CASH_OUT,95105.01,C1098333645,95105.01,0.0,C2133878060,1779246.39,1874351.4,1,0
404,PAYMENT,26276.22,C688768491,227103.52,200827.3,M1795311891,0.0,0.0,0,0
186,CASH_OUT,324633.29,C180488500,0.0,0.0,C831074981,4240563.47,4565196.77,0,0
228,TRANSFER,405700.06,C398591072,0.0,0.0,C948751934,408644.48,814344.55,0,0
308,PAYMENT,2536.11,C520115077,0.0,0.0,M1951833073,0.0,0.0,0,0
41,CASH_OUT,2885466.96,C866414395,2885466.96,0.0,C315595990,28131.01,3268477.05,1,0
285,PAYMENT,4308.23,C1509435543,21679.0,17370.77,M2098583067,0.0,0.0,0,0
19,TRANSFER,3477438.49,C767243506,3477438.49,0.0,C1532877354,0.0,0.0,1,0
209,CASH_OUT,207248.12,C424344158,154265.0,0.0,C1930520384,49992.44,257240.56,0,0
252,PAYMENT,7947.18,C557993821,0.0,0.0,M1393515392,0.0,0.0,0,0
382,CASH_OUT,79946.03,C1625569969,0.0,0.0,C1138675547,4842760.65,4922706.68,0,0
163,CASH_OUT,163294.35,C1921431894,163294.35,0.0,C1280060028,234212.42,397506.77,1,0
162,CASH_OUT,268658.44,C1745660843,383897.0,115238.56,C299884411,552835.93,1458248.62,0,0
500,CASH_OUT,34958.7,C2042987948,81227.0,46268.3,C1433236989,0.0,34958.7,0,0
205,CASH_OUT,216179.15,C1482534686,216179.15,0.0,C1784137006,280881.31,497060.46,1,0
250,CASH_IN,407359.73,C355346941,1692102.35,2099462.08,C820917061,1529631.96,1122272.22,0,0
483,CASH_IN,73805.84,C907728986,7469788.39,7543594.23,C1944894800,425152.49,351346.65,0,0
18,CASH_OUT,172838.06,C678820764,358010.0,185171.94,C1994908118,3019.17,175857.23,0,0
379,CASH_OUT,99458.21,C1220506270,99458.21,0.0,C843527352,425060.84,524519.05,1,0
279,TRANSFER,10000000.0,C2062481561,30536624.41,20536624.41,C935919630,0.0,0.0,1,0
228,TRANSFER,451718.08,C714913429,11778.0,0.0,C1393088405,49393.6,501111.68,0,0
621,TRANSFER,6961359.11,C1508375494,6961359.11,0.0,C1926498951,0.0,0.0,1,0
140,PAYMENT,10291.2,C637402403,208598.41,198307.2,M1382709610,0.0,0.0,0,0
493,PAYMENT,25460.43,C619521666,29776.0,4315.57,M1637783590,0.0,0.0,0,0
171,CASH_OUT,2754740.54,C52657218,2754740.54,0.0,C1861630818,1767824.71,4522565.25,1,0
202,CASH_IN,141892.33,C1200707677,40242.0,182134.33,C2111438828,0.0,0.0,0,0
497,TRANSFER,2123610.45,C1534934111,2123610.45,0.0,C1232151858,0.0,0.0,1,0
84,CASH_OUT,4830219.15,C610088962,4830219.15,0.0,C1925322228,0.0,4830219.15,1,0
166,CASH_IN,56479.42,C1240188538,94170.8,150650.21,C1995182035,2002048.23,1945568.82,0,0
154,CASH_IN,418737.13,C484812858,2817457.18,3236194.31,C2069269386,2459896.18,2041159.05,0,0
139,CASH_OUT,167869.5,C841478345,48165.0,0.0,C855615468,2989173.5,3157043.0,0,0
241,CASH_OUT,657417.64,C1843566745,657417.64,0.0,C742045843,0.0,657417.64,1,0
736,CASH_OUT,1314660.84,C1660278884,1314660.84,0.0,C464467238,0.0,1314660.84,1,0
301,CASH_OUT,133027.88,C1021100132,27144.0,0.0,C1134760074,220791.5,353819.38,0,0
165,PAYMENT,14379.66,C895428642,245.0,0.0,M359924620,0.0,0.0,0,0
122,TRANSFER,994676.91,C145252938,994676.91,0.0,C2046097949,0.0,0.0,1,0
357,TRANSFER,4177467.46,C1493761372,4177467.46,0.0,C1907708290,0.0,0.0,1,0
42,CASH_OUT,298363.96,C1934354719,235057.0,0.0,C734517891,89347.16,421997.89,0,0
378,CASH_IN,2113.95,C1123268321,793628.69,795742.64,C1134962266,19349.9,17235.95,0,0
352,PAYMENT,15814.75,C1746698240,16598.66,783.91,M1142899698,0.0,0.0,0,0
188,CASH_IN,210219.54,C1442207392,2908442.89,3118662.43,C759278052,641613.97,431394.43,0,0
304,PAYMENT,24469.32,C47930494,10477.29,0.0,M713722509,0.0,0.0,0,0
381,CASH_IN,35661.78,C1110455571,440.0,36101.78,C1071848863,3339.11,0.0,0,0
134,CASH_OUT,162648.56,C1446204747,647693.79,485045.23,C672400159,0.0,162648.56,0,0
42,PAYMENT,885.14,C822865010,553896.29,553011.15,M125131831,0.0,0.0,0,0
709,CASH_OUT,242296.17,C657317205,242296.17,0.0,C144113427,0.0,242296.17,1,0
38,CASH_OUT,230990.44,C482687046,0.0,0.0,C1843103642,1532626.25,1945749.16,0,0
178,CASH_IN,353215.95,C973925940,314422.16,667638.12,C62063625,1896152.88,1542936.93,0,0
237,CASH_OUT,87250.03,C1543275743,0.0,0.0,C139422286,2075912.87,2163162.9,0,0
681,TRANSFER,807466.16,C1365547819,807466.16,0.0,C1383531200,0.0,0.0,1,0
665,CASH_OUT,40819.72,C493844715,40819.72,0.0,C195565327,1455161.15,1495980.87,1,0
258,CASH_IN,87999.13,C1340160039,5084256.68,5172255.81,C848292007,11698441.45,11725918.02,0,0
555,TRANSFER,1235544.92,C1695141990,1235544.92,0.0,C1558094676,0.0,0.0,1,0
79,CASH_OUT,61178.51,C216625470,61178.51,0.0,C1897901588,238787.35,299965.86,1,0
614,TRANSFER,4212682.84,C359671277,4212682.84,0.0,C1265391231,0.0,0.0,1,0
351,CASH_OUT,210077.58,C649046785,913.0,0.0,C1998499292,170089.44,380167.01,0,0
313,CASH_OUT,5818863.13,C1520029619,5818863.13,0.0,C152631073,227196.79,6046059.92,1,0
564,CASH_OUT,2472250.47,C1806442473,2472250.47,0.0,C576597272,4136.88,2476387.35,1,0
205,TRANSFER,245694.84,C468833365,245694.84,0.0,C600157960,0.0,0.0,1,0
264,TRANSFER,84196.79,C1271945104,84196.79,0.0,C622968772,0.0,0.0,1,0
297,CASH_IN,426302.87,C1853470567,4018.0,430320.87,C2060596478,0.0,0.0,0,0
329,CASH_OUT,324609.22,C48679493,82113.0,0.0,C1808999386,344347.01,668956.24,0,0
224,TRANSFER,107351.33,C1345101920,107351.33,0.0,C2138212554,0.0,0.0,1,0
63,TRANSFER,148188.84,C1621152719,148188.84,0.0,C2001263601,0.0,0.0,1,0
18,TRANSFER,35902.8,C1614007507,0.0,0.0,C1532927205,337143.87,373046.67,0,0
45,CASH_OUT,53948.17,C2020484331,5512.0,0.0,C1147694436,178052.68,232000.85,0,0
490,CASH_OUT,1927403.83,C630013429,1927403.83,0.0,C1658435128,0.0,1927403.83,1,0
164,CASH_IN,100700.36,C1149798610,0.0,100700.36,C753959109,3201003.56,3100303.2,0,0
173,CASH_OUT,176273.29,C14325153,176273.29,0.0,C856044772,0.0,176273.29,1,0
597,TRANSFER,517183.38,C1447448314,517183.38,0.0,C435023373,0.0,0.0,1,0
434,CASH_OUT,4152987.1,C1200746478,4152987.1,0.0,C1248241557,45694.34,4198681.44,1,0
36,CASH_IN,3464.31,C799978076,5668584.64,5672048.95,C1128735639,12927.65,386167.99,0,0
260,CASH_IN,169345.3,C819478703,5195862.62,5365207.92,C287860840,250681.2,81335.9,0,0
589,CASH_OUT,51829.2,C1007372776,3236.0,0.0,C66455994,185438.41,237267.61,0,0
275,PAYMENT,376.56,C695544982,0.0,0.0,M1641817650,0.0,0.0,0,0
405,CASH_OUT,169558.34,C1417214201,13027.93,0.0,C438777034,437547.26,607105.6,0,0
60,TRANSFER,742973.53,C153820103,742973.53,0.0,C1530694083,0.0,0.0,1,0
186,PAYMENT,4.9,C1381665628,96062.26,96057.36,M1614509310,0.0,0.0,0,0
298,CASH_OUT,233476.59,C1639181399,0.0,0.0,C758064437,600183.95,833660.53,0,0
184,CASH_OUT,68117.65,C955619633,0.0,0.0,C504467662,251269.82,319387.47,0,0
377,CASH_IN,98975.8,C335057876,3825123.06,3924098.85,C1278722780,160840.74,61864.94,0,0
162,CASH_IN,315033.43,C1183487000,1317046.65,1632080.08,C945553104,2597481.08,2282447.65,0,0
309,PAYMENT,28479.65,C423204807,11591.0,0.0,M1943786496,0.0,0.0,0,0
356,TRANSFER,2590333.97,C2060551157,0.0,0.0,C2012026808,2859656.03,5449990.0,0,0
20,PAYMENT,5095.08,C1148526435,5477.0,381.92,M1192042803,0.0,0.0,0,0
212,TRANSFER,10000000.0,C217654973,24953893.08,14953893.08,C167868594,0.0,0.0,1,0
186,CASH_OUT,215151.03,C1689958171,0.0,0.0,C1694505402,605742.76,820893.79,0,0
202,PAYMENT,2086.22,C1988383748,203464.77,201378.56,M641635295,0.0,0.0,0,0
349,TRANSFER,391552.48,C1524282385,710.0,0.0,C1316548440,0.0,303597.08,0,0
139,CASH_OUT,53119.93,C1460811259,0.0,0.0,C1707757185,624345.02,677464.95,0,0
349,PAYMENT,9319.01,C1072766295,0.0,0.0,M1982816779,0.0,0.0,0,0
695,TRANSFER,286835.21,C1993331914,286835.21,0.0,C653164829,0.0,0.0,1,0
132,PAYMENT,11941.12,C255349867,0.0,0.0,M334426407,0.0,0.0,0,0
376,PAYMENT,5038.94,C124093913,2662.0,0.0,M236380448,0.0,0.0,0,0
164,TRANSFER,177680.54,C485323920,177680.54,0.0,C1780714769,0.0,0.0,1,0
373,CASH_IN,242030.09,C327968675,9325194.11,9567224.2,C1281055286,483873.6,241843.51,0,0
138,PAYMENT,1015.43,C1965186667,0.0,0.0,M666436118,0.0,0.0,0,0
187,PAYMENT,3393.07,C1446504054,0.0,0.0,M16282130,0.0,0.0,0,0
383,CASH_OUT,4961093.21,C1283767836,4961093.21,0.0,C1198859415,0.0,4961093.21,1,0
136,CASH_OUT,141564.32,C560156783,21134.0,0.0,C893680055,0.0,141564.32,0,0
249,CASH_OUT,133262.43,C27760409,0.0,0.0,C1391986725,744444.35,877706.78,0,0
326,CASH_IN,384457.0,C997246970,7286883.53,7671340.53,C914539876,1888597.19,1504140.19,0,0
235,PAYMENT,362.25,C1090720587,0.0,0.0,M1727655984,0.0,0.0,0,0
36,CASH_OUT,168134.95,C1237450345,0.0,0.0,C977895157,2262001.08,2430136.03,0,0
600,TRANSFER,1649039.58,C114531117,1649039.58,0.0,C267782135,0.0,0.0,1,0
331,PAYMENT,26617.1,C796118452,248740.0,222122.9,M1849677800,0.0,0.0,0,0
380,CASH_OUT,262462.4,C632927099,0.0,0.0,C271238795,5087511.16,5349973.56,0,0
495,CASH_IN,268011.37,C126353923,363.0,268374.37,C1463134592,0.0,0.0,0,0
253,CASH_OUT,113293.08,C1894824228,13978.0,0.0,C1121051975,2653750.25,2767043.34,0,0
178,PAYMENT,8460.8,C1706852057,77718.0,69257.2,M2114526179,0.0,0.0,0,0
546,TRANSFER,24773.86,C1068269457,24773.86,0.0,C746567344,0.0,0.0,1,0
211,CASH_OUT,106190.01,C1988897201,0.0,0.0,C59935339,264953.65,371143.66,0,0
95,PAYMENT,5288.94,C100748696,420603.0,415314.06,M1837631995,0.0,0.0,0,0
459,CASH_OUT,4153.02,C1685125917,4153.02,0.0,C1463620824,0.0,4153.02,1,0
398,TRANSFER,50722.16,C870531652,50722.16,0.0,C1469155891,0.0,0.0,1,0
308,PAYMENT,10336.79,C524046060,17064.0,6727.21,M600979227,0.0,0.0,0,0
681,CASH_OUT,155228.26,C1880071414,0.0,0.0,C1149475120,772704.32,927932.58,0,0
215,CASH_IN,117211.25,C1962372193,20399.0,137610.25,C1138976639,0.0,0.0,0,0
503,CASH_OUT,251683.05,C1957817562,251683.05,0.0,C1713552362,0.0,251683.05,1,0
203,TRANSFER,90076.59,C1594040459,0.0,0.0,C1474332302,136337.98,226414.56,0,0
353,CASH_OUT,106987.51,C835177002,0.0,0.0,C1097151528,1279502.5,1386490.0,0,0
190,CASH_OUT,265747.73,C2046465313,265747.73,0.0,C1929273714,0.0,265747.73,1,0
14,CASH_OUT,151318.29,C1859305647,320921.6,169603.31,C1403646239,217676.24,389548.7,0,0
509,CASH_OUT,1994525.04,C2059919874,1994525.04,0.0,C1227773063,337740.87,2332265.91,1,0
350,CASH_OUT,174925.63,C1614819401,0.0,0.0,C1492359254,7153501.13,7328426.76,0,0
9,CASH_IN,195471.75,C1210477366,6883312.65,7078784.4,C1734719138,2130936.68,2874894.2,0,0
625,TRANSFER,58924.16,C475096619,58924.16,0.0,C1365777468,0.0,0.0,1,0
129,PAYMENT,2139.84,C582377956,0.0,0.0,M1505994595,0.0,0.0,0,0
309,CASH_OUT,554848.17,C411295040,0.0,0.0,C1097429709,964338.27,1519186.44,0,0
180,CASH_OUT,37891.64,C1250668520,52001.0,14109.36,C385864067,0.0,37891.64,0,0
43,CASH_IN,93606.48,C1505686783,105111.0,198717.48,C115653199,368059.29,274452.8,0,0
179,PAYMENT,3478.18,C1698571270,19853.0,16374.82,M643984524,0.0,0.0,0,0
299,CASH_OUT,121929.24,C556543778,0.0,0.0,C685167238,803609.8,925539.04,0,0
279,TRANSFER,601222.02,C1700633166,601222.02,0.0,C1334915379,0.0,0.0,1,0
367,CASH_OUT,362672.57,C1069202179,362672.57,0.0,C1808434552,3.51,362676.08,1,0
203,CASH_OUT,132043.51,C428823553,0.0,0.0,C1550704330,2711094.9,2704640.12,0,0
406,CASH_OUT,9173.06,C527814350,9173.06,0.0,C594518473,0.0,9173.06,1,0
21,CASH_OUT,23292.3,C1861214292,0.0,0.0,C1834461593,392364.62,415656.92,1,0
321,CASH_IN,206351.02,C1516993897,101822.0,308173.02,C1542582371,540860.44,334509.42,0,0
41,PAYMENT,15897.57,C1451191301,38430.0,22532.43,M1344689686,0.0,0.0,0,0
403,CASH_OUT,102450.39,C748895238,33190.0,0.0,C1888274124,0.0,102450.39,0,0
350,CASH_OUT,255158.56,C1736266276,21577.0,0.0,C2057649512,0.0,255158.56,0,0
14,CASH_IN,127180.01,C86043151,256833.25,384013.26,C1291052452,6687957.5,6676727.62,0,0
40,CASH_OUT,205411.83,C497072993,0.0,0.0,C2053630851,276021.3,481433.12,0,0
302,PAYMENT,21013.18,C749713553,0.0,0.0,M391493109,0.0,0.0,0,0
163,CASH_IN,205114.46,C148286868,8831862.42,9036976.87,C716691592,315653.79,110539.34,0,0
41,PAYMENT,12086.78,C1539131908,111999.23,99912.45,M453917509,0.0,0.0,0,0
282,CASH_OUT,100969.53,C1568924384,745206.68,644237.16,C1010279436,1120287.73,1221257.26,0,0
42,TRANSFER,332084.9,C112706591,0.0,0.0,C1602572569,1782255.57,2114340.47,0,0
303,CASH_OUT,152261.69,C1178641481,28149.0,0.0,C167768781,29106.78,181368.47,0,0
686,CASH_OUT,250001.55,C424706316,65409.0,0.0,C1877261580,2197323.77,2447325.32,0,0
399,PAYMENT,23087.75,C334405532,0.0,0.0,M800461363,0.0,0.0,0,0
379,CASH_IN,237454.02,C2118154001,20034.0,257488.02,C429198017,171355.26,0.0,0,0
523,CASH_OUT,248799.49,C853284926,248799.49,0.0,C1409000148,323143.23,571942.72,1,0
253,TRANSFER,539510.01,C1566813757,11019.0,0.0,C1233229818,984887.79,1524397.8,0,0
571,CASH_OUT,232279.22,C1595620818,345559.0,113279.78,C33964619,176388.32,408667.54,0,0
256,PAYMENT,2417.77,C2040299426,59106.0,56688.23,M801229895,0.0,0.0,0,0
313,CASH_IN,133241.13,C826706971,10843787.86,10977028.98,C1434976223,346080.19,212839.07,0,0
660,CASH_OUT,14360.12,C808321528,14360.12,0.0,C314882858,8869218.72,8883578.84,1,0
14,TRANSFER,143032.0,C1960144830,143032.0,0.0,C801162238,0.0,0.0,1,0
77,TRANSFER,819048.34,C1528612318,819048.34,0.0,C669563371,0.0,0.0,1,0
351,TRANSFER,888887.16,C348233249,0.0,0.0,C2030416267,1691575.02,2580462.19,0,0
354,PAYMENT,786.44,C1131321836,181051.85,180265.41,M1772307407,0.0,0.0,0,0
250,PAYMENT,11436.94,C1496523675,12197.0,760.06,M1031767141,0.0,0.0,0,0
209,PAYMENT,6812.36,C584350689,72664.13,65851.77,M559359304,0.0,0.0,0,0
285,CASH_IN,329288.85,C273255522,9485484.29,9814773.14,C1016060070,1540755.64,1211466.79,0,0
347,PAYMENT,44357.36,C738555010,240.0,0.0,M1028522911,0.0,0.0,0,0
186,CASH_OUT,30864.07,C610732089,0.0,0.0,C181422161,65776.06,96640.13,0,0
96,CASH_IN,76455.68,C8532366,5209018.01,5285473.69,C912290293,4182421.68,4105965.99,0,0
494,CASH_OUT,103909.1,C488038887,103909.1,0.0,C862778283,0.0,103909.1,1,0
250,CASH_OUT,138087.54,C434497157,0.0,0.0,C24499971,384299.2,522386.74,0,0
33,TRANSFER,10000000.0,C1439740840,19887819.06,9887819.06,C875288652,0.0,0.0,1,0
332,PAYMENT,12155.9,C1537789158,0.0,0.0,M1770622984,0.0,0.0,0,0
351,PAYMENT,16227.49,C256121262,484040.32,467812.83,M443961448,0.0,0.0,0,0
401,CASH_IN,161602.67,C1322284840,15363495.48,15525098.15,C1756985818,662065.18,500462.51,0,0
213,CASH_OUT,174334.68,C22145926,48797.11,0.0,C411111173,214609.78,388944.46,0,0
181,CASH_OUT,278732.6,C109090968,32149.0,0.0,C400654029,2420893.86,2699626.46,0,0
284,TRANSFER,741277.85,C1574461768,741277.85,0.0,C16659988,0.0,0.0,1,0
209,PAYMENT,16351.33,C2002311662,0.0,0.0,M1586760087,0.0,0.0,0,0
439,TRANSFER,112656.24,C260785530,112656.24,0.0,C1654926688,0.0,0.0,1,0
181,CASH_OUT,177428.9,C264300350,0.0,0.0,C335549037,1576412.12,1895754.26,0,0
14,CASH_OUT,92474.53,C27701306,719736.04,627261.51,C1958123535,309765.01,126640.88,0,0
21,CASH_IN,60494.1,C1013881156,1290.0,61784.1,C1269216960,0.0,0.0,0,0
45,TRANSFER,7335355.57,C1102672587,7335355.57,0.0,C735323689,0.0,0.0,1,0
624,TRANSFER,10000000.0,C1874951604,12626957.79,2626957.79,C72573471,0.0,0.0,1,0
202,CASH_OUT,2263927.04,C94525444,2263927.04,0.0,C1450888906,0.0,2263927.04,1,0
185,CASH_IN,571289.71,C452382641,4699959.64,5271249.35,C664816184,875173.27,352035.21,0,0
337,CASH_OUT,623152.72,C2031063966,623152.72,0.0,C1705815867,847223.26,1470375.97,1,0
251,TRANSFER,149350.35,C1962863386,0.0,0.0,C487018190,1514025.88,1663376.23,0,0
278,PAYMENT,3714.61,C66542908,5038.0,1323.39,M1459510436,0.0,0.0,0,0
256,CASH_IN,328660.16,C792477295,24643605.65,24972265.81,C731951816,743203.72,414543.57,0,0
300,CASH_IN,112943.73,C207853182,19158.0,132101.73,C655190486,549795.19,436851.46,0,0
652,CASH_OUT,80397.86,C1111928189,80397.86,0.0,C909134894,410068.69,490466.54,1,0
120,TRANSFER,107773.49,C562878740,107773.49,0.0,C270375529,0.0,0.0,1,0
41,TRANSFER,581889.94,C518343264,581889.94,0.0,C596058183,0.0,0.0,1,0
332,PAYMENT,21087.93,C766466478,0.0,0.0,M825356174,0.0,0.0,0,0
353,PAYMENT,4425.8,C643919206,0.0,0.0,M388163040,0.0,0.0,0,0
237,CASH_OUT,3924102.18,C390716812,3924102.18,0.0,C1387545582,0.0,3924102.18,1,0
163,TRANSFER,188231.11,C1065374290,0.0,0.0,C1660926430,5770169.23,5958400.34,0,0
520,TRANSFER,1459180.14,C779464023,1459180.14,0.0,C1165490053,0.0,0.0,1,0
16,CASH_OUT,341986.68,C1603168738,0.0,0.0,C1569736723,810210.16,1525083.7,0,0
575,TRANSFER,1489916.19,C872785069,1489916.19,0.0,C2067948985,0.0,0.0,1,0
301,PAYMENT,6776.8,C891462760,0.0,0.0,M1154751202,0.0,0.0,0,0
282,TRANSFER,3508618.72,C2064044832,0.0,0.0,C776749939,7419504.19,10928122.91,0,0
254,TRANSFER,193442.21,C1814557544,0.0,0.0,C465286489,1055275.79,1248718.0,0,0
350,CASH_IN,57762.33,C312871744,1759654.6,1817416.92,C1824834108,8685684.56,8627922.23,0,0
184,CASH_OUT,230292.27,C983303136,2083.0,0.0,C43874620,112441.92,335241.68,0,0
140,CASH_IN,79457.69,C1965459775,42019.0,121476.69,C462228528,0.0,0.0,0,0
249,CASH_IN,51821.01,C773124696,5204544.96,5256365.97,C1564228637,98258.46,46437.45,0,0
686,PAYMENT,2254.07,C1956315931,241404.44,239150.37,M1246232113,0.0,0.0,0,0
488,CASH_OUT,326052.83,C1348697498,326052.83,0.0,C499332323,0.0,326052.83,1,0
164,PAYMENT,4017.63,C2092027039,10306.0,6288.37,M69663429,0.0,0.0,0,0
301,CASH_IN,78437.54,C1306038060,299064.0,377501.54,C87192171,2776960.22,2698522.68,0,0
21,CASH_IN,275515.81,C166492640,1831216.6,2106732.41,C771123503,4331509.93,4055994.13,0,0
231,TRANSFER,6029387.26,C172131034,6029387.26,0.0,C844027977,0.0,0.0,1,0
419,TRANSFER,533092.45,C1329946363,533092.45,0.0,C641771382,0.0,0.0,1,0
265,PAYMENT,1456.59,C1774700990,0.0,0.0,M292069298,0.0,0.0,0,0
308,PAYMENT,24548.01,C1308676481,446.0,0.0,M224684643,0.0,0.0,0,0
286,TRANSFER,97091.24,C1623240836,97091.24,0.0,C410264371,0.0,0.0,1,0
231,CASH_OUT,34975.52,C684154463,0.0,0.0,C201839570,39898.14,74873.66,0,0
265,CASH_IN,127419.67,C1298298489,5351237.73,5478657.4,C1842675197,322662.48,195242.81,0,0
282,CASH_OUT,105096.4,C891513999,0.0,0.0,C1044461358,920591.56,1025687.96,0,0
235,CASH_IN,51961.22,C2102559677,7087.0,59048.22,C1523335906,0.0,0.0,0,0
20,CASH_IN,72825.52,C1470708006,167495.0,240320.52,C985702370,4115498.4,3992449.65,0,0
178,CASH_IN,543908.95,C269847282,9001.0,552909.95,C1201437152,0.0,0.0,0,0
324,CASH_OUT,319367.56,C164103658,0.0,0.0,C2136439956,6131953.85,6451321.41,0,0
438,TRANSFER,455014.69,C312774959,455014.69,0.0,C2129735982,0.0,0.0,1,0
473,CASH_OUT,7009.93,C2022649541,7009.93,0.0,C239424906,0.0,7009.93,1,0
509,CASH_OUT,418871.89,C1373058287,418871.89,0.0,C648225636,134286.38,553158.26,1,0
163,CASH_OUT,28545.99,C1631196696,35465.52,6919.53,C1560963262,3777092.46,3805638.45,0,0
234,CASH_OUT,152046.3,C1833236526,91550.41,0.0,C1810800169,406602.59,558648.89,0,0
189,PAYMENT,4640.44,C349939670,31844.0,27203.56,M1751570991,0.0,0.0,0,0
165,CASH_IN,48941.91,C2102230870,8529642.58,8578584.48,C455726379,2262892.94,2213951.03,0,0
11,CASH_OUT,253979.48,C1143276839,10760.0,0.0,C403130913,468545.46,722524.93,0,0
403,PAYMENT,19355.33,C971312477,12231.0,0.0,M1617207043,0.0,0.0,0,0
83,TRANSFER,594577.22,C2038871800,594577.22,0.0,C699011744,0.0,0.0,1,0
206,TRANSFER,990630.25,C185633643,990630.25,0.0,C125986945,0.0,0.0,1,0
376,CASH_OUT,173663.28,C1573104468,185.0,0.0,C1971947111,7831.0,181494.29,0,0
217,TRANSFER,81216.23,C1904718336,81216.23,0.0,C364331020,0.0,0.0,1,0
306,PAYMENT,15902.84,C527331811,0.0,0.0,M177036329,0.0,0.0,0,0
354,CASH_OUT,375419.35,C273275190,375419.35,0.0,C997789760,269939.49,645358.83,1,0
469,CASH_IN,95803.08,C43965560,3804118.36,3899921.44,C1972653637,384036.11,288233.03,0,0
596,PAYMENT,19493.43,C1699499962,315382.81,295889.38,M677093902,0.0,0.0,0,0
158,PAYMENT,18693.88,C1647758006,0.0,0.0,M1304028356,0.0,0.0,0,0
347,CASH_IN,23832.75,C732302754,1314.0,25146.75,C1460939607,286987.26,263154.51,0,0
516,CASH_OUT,10000000.0,C934748606,10000000.0,0.0,C1976182150,195275.73,10195275.73,1,0
11,CASH_IN,370750.43,C1033263501,259.0,371009.43,C1724260087,21220.0,0.0,0,0
40,CASH_OUT,20989.03,C1768261655,26750.0,5760.97,C13963544,371155.38,331112.49,0,0
308,PAYMENT,32728.65,C637957920,27874.0,0.0,M1862272241,0.0,0.0,0,0
207,CASH_IN,139772.75,C1266488673,608253.0,748025.75,C607195813,144991.34,5218.59,0,0
286,CASH_OUT,148796.79,C2114541746,314687.0,165890.21,C2100578344,19407.65,168204.43,0,0
212,CASH_OUT,91840.2,C1062955798,13212.45,0.0,C1111989012,104171.2,196011.4,0,0
