DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA NAME,Part 1-2,Crime code,Crime Code Desc,Vict Age,Vict Sex,Premis Cd,Premis Desc,Status Desc,LAT,LON
201012938,09-10-2020 00:00,09-05-2020 00:00,1800,West Valley,1,510,VEHICLE - STOLEN,0,,101,STREET,Adult Other,34.1975,-118.4837
200614026,08/16/2020 12:00:00 AM,08/16/2020 12:00:00 AM,40,Hollywood,1,310,BURGLARY,0,X,210,RESTAURANT/FAST FOOD,Adult Arrest,34.1015,-118.3425
200122014,12-06-2020 00:00,12-06-2020 00:00,1930,Central,2,624,BATTERY - SIMPLE ASSAULT,66,F,801,MTA BUS,Invest Cont,34.0452,-118.2569
200320495,11/17/2020 12:00:00 AM,11/16/2020 12:00:00 AM,2115,Southwest,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,101,STREET,Invest Cont,34.0041,-118.3193
200211325,06/14/2020 12:00:00 AM,06/14/2020 12:00:00 AM,1830,Rampart,1,210,ROBBERY,51,M,906,MTA - RED LINE - VERMONT/BEVERLY,Invest Cont,34.0777,-118.2961
200406978,03/16/2020 12:00:00 AM,03/14/2020 12:00:00 AM,58,Hollenbeck,1,510,VEHICLE - STOLEN,0,,108,PARKING LOT,Invest Cont,34.0567,-118.2024
200512066,07/20/2020 12:00:00 AM,07/20/2020 12:00:00 AM,750,Harbor,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",60,F,501,SINGLE FAMILY DWELLING,Adult Arrest,33.7234,-118.2907
200607168,02/29/2020 12:00:00 AM,02/29/2020 12:00:00 AM,1915,Hollywood,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,38,F,501,SINGLE FAMILY DWELLING,Invest Cont,34.0836,-118.3016
200306462,02-10-2020 00:00,02-08-2020 00:00,45,Southwest,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",35,F,710,OTHER PREMISE,Invest Cont,34.0268,-118.2808
201215770,07-01-2020 00:00,03-01-2020 00:00,700,77th Street,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),7,F,501,SINGLE FAMILY DWELLING,Adult Arrest,34.0028,-118.3007
201108617,04/22/2020 12:00:00 AM,04-07-2020 00:00,1420,Northeast,2,354,THEFT OF IDENTITY,48,M,707,GARAGE/CARPORT,Invest Cont,34.1097,-118.2739
201008496,04/28/2020 12:00:00 AM,04/25/2020 12:00:00 AM,1800,West Valley,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),59,M,101,STREET,Adult Other,34.1975,-118.5623
200111454,05-07-2020 00:00,01/30/2020 12:00:00 AM,1800,Central,1,510,VEHICLE - STOLEN,0,,707,GARAGE/CARPORT,Invest Cont,34.0445,-118.2523
200321686,12/13/2020 12:00:00 AM,12/13/2020 12:00:00 AM,2125,Southwest,1,761,BRANDISH WEAPON,53,M,301,GAS STATION,Adult Arrest,34.0183,-118.3556
200308939,03/23/2020 12:00:00 AM,03/23/2020 12:00:00 AM,1200,Southwest,2,900,VIOLATION OF COURT ORDER,21,F,231,DAY CARE/CHILDREN*,Adult Other,34.0145,-118.3408
201007631,03/28/2020 12:00:00 AM,03/28/2020 12:00:00 AM,1645,West Valley,1,761,BRANDISH WEAPON,24,F,124,BUS STOP,Invest Cont,34.1866,-118.5535
200813946,09-10-2020 00:00,09-08-2020 00:00,1430,West LA,1,310,BURGLARY,66,F,501,SINGLE FAMILY DWELLING,Invest Cont,34.0445,-118.4035
200516455,11-10-2020 00:00,11-10-2020 00:00,1130,Harbor,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,29,F,122,"VEHICLE, PASSENGER/TRUCK",Adult Arrest,33.8233,-118.3064
200122119,12-08-2020 00:00,12-08-2020 00:00,2007,Central,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,25,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Invest Cont,34.0448,-118.2504
200304583,01-10-2020 00:00,01-10-2020 00:00,705,Southwest,2,901,VIOLATION OF RESTRAINING ORDER,37,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Adult Other,34.0163,-118.3523
200315476,08-09-2020 00:00,08-09-2020 00:00,1515,Southwest,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",21,M,101,STREET,Invest Cont,34,-118.3307
201207213,02-05-2020 00:00,02-05-2020 00:00,800,77th Street,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,48,F,101,STREET,Invest Cont,33.9817,-118.3294
200809562,05/17/2020 12:00:00 AM,05/17/2020 12:00:00 AM,1430,West LA,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,403,DRUG STORE,Invest Cont,34.0571,-118.474
201108104,04-07-2020 00:00,04-06-2020 00:00,1900,Northeast,1,510,VEHICLE - STOLEN,0,,101,STREET,Invest Cont,34.0941,-118.2835
200116579,08/18/2020 12:00:00 AM,08/18/2020 12:00:00 AM,405,Central,1,310,BURGLARY,0,X,108,PARKING LOT,Invest Cont,34.0526,-118.2582
200321584,12-11-2020 00:00,07-01-2020 00:00,900,Southwest,2,354,THEFT OF IDENTITY,27,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Invest Cont,34.0087,-118.2866
200815069,10-09-2020 00:00,10-09-2020 00:00,1400,West LA,1,320,"BURGLARY, ATTEMPTED",68,F,501,SINGLE FAMILY DWELLING,Invest Cont,34.0768,-118.4352
201214966,06/19/2020 12:00:00 AM,06-09-2020 00:00,1,77th Street,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),63,M,122,"VEHICLE, PASSENGER/TRUCK",Invest Cont,33.9711,-118.2918
201108147,04-08-2020 00:00,04-08-2020 00:00,745,Northeast,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),63,F,501,SINGLE FAMILY DWELLING,Adult Other,34.1105,-118.2239
200808438,04/18/2020 12:00:00 AM,04/18/2020 12:00:00 AM,1930,West LA,1,330,BURGLARY FROM VEHICLE,25,F,707,GARAGE/CARPORT,Adult Arrest,34.0472,-118.459
201004548,01/14/2020 12:00:00 AM,01/14/2020 12:00:00 AM,1316,West Valley,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,18,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Adult Arrest,34.1774,-118.5387
201109103,05-07-2020 00:00,05-07-2020 00:00,140,Northeast,2,888,TRESPASSING,60,M,501,SINGLE FAMILY DWELLING,Invest Cont,34.1441,-118.1952
200310106,04/19/2020 12:00:00 AM,04/16/2020 12:00:00 AM,1600,Southwest,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),38,M,101,STREET,Invest Cont,34.0344,-118.3212
201008883,05-09-2020 00:00,05-09-2020 00:00,540,West Valley,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,38,F,501,SINGLE FAMILY DWELLING,Adult Arrest,34.1748,-118.5123
200913781,08/21/2020 12:00:00 AM,08/20/2020 12:00:00 AM,503,Van Nuys,2,753,DISCHARGE FIREARMS/SHOTS FIRED,0,X,101,STREET,Adult Other,34.1907,-118.4509
200812870,08-11-2020 00:00,08-02-2020 00:00,2300,West LA,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),22,F,501,SINGLE FAMILY DWELLING,Invest Cont,34.0462,-118.4361
201113281,09-04-2020 00:00,09-02-2020 00:00,1800,Northeast,1,310,BURGLARY,37,F,707,GARAGE/CARPORT,Invest Cont,34.0924,-118.2752
200407198,03/22/2020 12:00:00 AM,03/22/2020 12:00:00 AM,430,Hollenbeck,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,27,F,501,SINGLE FAMILY DWELLING,Adult Other,34.0436,-118.2051
200104316,01-05-2020 00:00,01-04-2020 00:00,747,Central,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,32,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Invest Cont,34.0467,-118.2556
200815799,10/28/2020 12:00:00 AM,10/28/2020 12:00:00 AM,730,West LA,2,354,THEFT OF IDENTITY,80,F,501,SINGLE FAMILY DWELLING,Invest Cont,34.0614,-118.4381
201211062,04/16/2020 12:00:00 AM,04/16/2020 12:00:00 AM,1900,77th Street,2,623,BATTERY POLICE (SIMPLE),0,X,726,POLICE FACILITY,Invest Cont,33.9708,-118.2783
200512280,07/24/2020 12:00:00 AM,07/24/2020 12:00:00 AM,1600,Harbor,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,55,F,517,MISSIONS/SHELTERS,Adult Arrest,33.741,-118.2838
200216646,10/25/2020 12:00:00 AM,10-10-2020 00:00,1200,Rampart,2,354,THEFT OF IDENTITY,31,M,710,OTHER PREMISE,Invest Cont,34.0496,-118.2677
201219692,08/31/2020 12:00:00 AM,06-05-2020 00:00,1800,77th Street,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,101,STREET,Invest Cont,33.9651,-118.2739
200413464,10-04-2020 00:00,10-04-2020 00:00,1745,Hollenbeck,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,43,F,501,SINGLE FAMILY DWELLING,Adult Other,34.0865,-118.1806
200713539,09-04-2020 00:00,08/31/2020 12:00:00 AM,1000,Wilshire,1,440,THEFT PLAIN - PETTY ($950 & UNDER),64,M,101,STREET,Invest Cont,34.0361,-118.3505
200120973,11/13/2020 12:00:00 AM,11-12-2020 00:00,2100,Central,1,330,BURGLARY FROM VEHICLE,30,M,101,STREET,Invest Cont,34.0476,-118.2564
201108111,04-07-2020 00:00,04-07-2020 00:00,500,Northeast,2,624,BATTERY - SIMPLE ASSAULT,70,F,501,SINGLE FAMILY DWELLING,Adult Other,34.1318,-118.1957
200608531,03/30/2020 12:00:00 AM,03/30/2020 12:00:00 AM,1305,Hollywood,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,402,MARKET,Invest Cont,34.1007,-118.3494
200711738,07/17/2020 12:00:00 AM,07-02-2020 00:00,400,Wilshire,2,661,UNAUTHORIZED COMPUTER ACCESS,25,M,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Invest Cont,34.0753,-118.3849
200513966,09-08-2020 00:00,09-04-2020 00:00,1430,Harbor,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0,M,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),Invest Cont,33.7388,-118.2869
200119228,10-11-2020 00:00,10-11-2020 00:00,2045,Central,1,310,BURGLARY,0,X,203,OTHER BUSINESS,Adult Arrest,34.0446,-118.2507
200409389,05/31/2020 12:00:00 AM,05/31/2020 12:00:00 AM,1800,Hollenbeck,1,761,BRANDISH WEAPON,25,F,501,SINGLE FAMILY DWELLING,Adult Other,34.0515,-118.2073
200107228,02/15/2020 12:00:00 AM,02/15/2020 12:00:00 AM,2200,Central,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),26,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Invest Cont,34.046,-118.2509
200321313,12-06-2020 00:00,12-06-2020 00:00,1530,Southwest,1,510,VEHICLE - STOLEN,0,,101,STREET,Adult Other,34.0159,-118.3536
200109910,03/31/2020 12:00:00 AM,03/31/2020 12:00:00 AM,2240,Central,2,624,BATTERY - SIMPLE ASSAULT,60,M,102,SIDEWALK,Invest Cont,34.0449,-118.2458
200705720,02-05-2020 00:00,02-01-2020 00:00,1400,Wilshire,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,M,203,OTHER BUSINESS,Invest Cont,34.0665,-118.3662
200912278,07/13/2020 12:00:00 AM,07-12-2020 00:00,2230,Van Nuys,2,624,BATTERY - SIMPLE ASSAULT,30,F,119,"PORCH, RESIDENTIAL",Adult Other,34.1993,-118.4724
200208642,04-06-2020 00:00,04-06-2020 00:00,1,Rampart,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0,,121,YARD (RESIDENTIAL/BUSINESS),Invest Cont,34.0721,-118.262
200709141,05-11-2020 00:00,05-11-2020 00:00,950,Wilshire,1,440,THEFT PLAIN - PETTY ($950 & UNDER),48,M,235,PHARMACY INSIDE STORE OR SUPERMARKET*,Invest Cont,34.0837,-118.3532
200605994,02-11-2020 00:00,02-10-2020 00:00,900,Hollywood,1,440,THEFT PLAIN - PETTY ($950 & UNDER),31,F,121,YARD (RESIDENTIAL/BUSINESS),Invest Cont,34.0981,-118.3044
200707378,03/13/2020 12:00:00 AM,03-12-2020 00:00,915,Wilshire,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",31,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Invest Cont,34.0699,-118.3511
200715141,10/21/2020 12:00:00 AM,10/20/2020 12:00:00 AM,1200,Wilshire,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,101,STREET,Invest Cont,34.0449,-118.3411
201105686,02-08-2020 00:00,02-07-2020 00:00,1550,Northeast,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0,M,203,OTHER BUSINESS,Invest Cont,34.1428,-118.226
200407426,03/30/2020 12:00:00 AM,03/30/2020 12:00:00 AM,1830,Hollenbeck,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,242,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",Invest Cont,34.0881,-118.1877
201014312,10/22/2020 12:00:00 AM,10/21/2020 12:00:00 AM,2000,West Valley,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",34,M,122,"VEHICLE, PASSENGER/TRUCK",Invest Cont,34.2148,-118.5404
200217634,11/19/2020 12:00:00 AM,11/19/2020 12:00:00 AM,1840,Rampart,2,624,BATTERY - SIMPLE ASSAULT,52,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Adult Other,34.0617,-118.2795
201212398,05-07-2020 00:00,05-06-2020 00:00,1800,77th Street,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",32,M,108,PARKING LOT,Invest Cont,33.998,-118.3089
200505875,02/14/2020 12:00:00 AM,02/13/2020 12:00:00 AM,2030,Harbor,1,510,VEHICLE - STOLEN,0,,108,PARKING LOT,Invest Cont,33.7352,-118.2879
201221820,10-02-2020 00:00,10-02-2020 00:00,600,77th Street,2,624,BATTERY - SIMPLE ASSAULT,85,F,501,SINGLE FAMILY DWELLING,Adult Other,33.9574,-118.3025
200715653,11-05-2020 00:00,11-05-2020 00:00,1600,Wilshire,1,510,VEHICLE - STOLEN,0,,101,STREET,Invest Cont,34.0855,-118.3638
201109241,05-11-2020 00:00,05-08-2020 00:00,1500,Northeast,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,101,STREET,Invest Cont,34.0867,-118.2701
200816363,11/13/2020 12:00:00 AM,11-06-2020 00:00,836,West LA,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",73,M,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Invest Cont,34.0391,-118.4506
200815583,10/22/2020 12:00:00 AM,10/22/2020 12:00:00 AM,1700,West LA,1,310,BURGLARY,32,M,707,GARAGE/CARPORT,Invest Cont,34.0557,-118.3928
200709021,05-07-2020 00:00,05-06-2020 00:00,1730,Wilshire,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,41,F,203,OTHER BUSINESS,Adult Other,34.0633,-118.3473
200200671,04/22/2020 12:00:00 AM,04/22/2020 12:00:00 AM,1030,Rampart,1,310,BURGLARY,64,M,221,PUBLIC STORAGE,Invest Cont,34.0396,-118.2833
200106175,01/31/2020 12:00:00 AM,01/31/2020 12:00:00 AM,830,Central,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",49,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Invest Cont,34.0442,-118.2439
200617010,10/22/2020 12:00:00 AM,10-01-2020 00:00,1400,Hollywood,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",27,M,203,OTHER BUSINESS,Invest Cont,34.0998,-118.3223
201013217,09/18/2020 12:00:00 AM,09-12-2020 00:00,1,West Valley,1,820,ORAL COPULATION,30,M,501,SINGLE FAMILY DWELLING,Invest Cont,34.2075,-118.5068
200104594,01-08-2020 00:00,01-08-2020 00:00,2145,Central,2,624,BATTERY - SIMPLE ASSAULT,20,M,903,MTA - RED LINE - 7TH AND METRO CENTER,Invest Cont,34.0509,-118.2585
200110052,04-04-2020 00:00,04-02-2020 00:00,2000,Central,1,510,VEHICLE - STOLEN,0,,101,STREET,Invest Cont,34.0663,-118.2441
200517669,12-10-2020 00:00,12-07-2020 00:00,1100,Harbor,1,510,VEHICLE - STOLEN,0,,101,STREET,Invest Cont,33.7849,-118.2612
200510674,06/16/2020 12:00:00 AM,06/15/2020 12:00:00 AM,1800,Harbor,1,510,VEHICLE - STOLEN,0,,101,STREET,Invest Cont,33.7799,-118.265
200916925,11-06-2020 00:00,11-06-2020 00:00,700,Van Nuys,1,440,THEFT PLAIN - PETTY ($950 & UNDER),52,M,108,PARKING LOT,Invest Cont,34.154,-118.4674
200321746,12/14/2020 12:00:00 AM,11/24/2020 12:00:00 AM,1355,Southwest,2,354,THEFT OF IDENTITY,41,M,501,SINGLE FAMILY DWELLING,Invest Cont,34.0299,-118.3595
201110606,06/19/2020 12:00:00 AM,06/16/2020 12:00:00 AM,2002,Northeast,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),40,F,101,STREET,Adult Other,34.121,-118.2685
200116446,08/15/2020 12:00:00 AM,08-12-2020 00:00,1700,Central,1,440,THEFT PLAIN - PETTY ($950 & UNDER),41,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Invest Cont,34.0448,-118.2504
200708242,04/13/2020 12:00:00 AM,04-08-2020 00:00,1700,Wilshire,1,310,BURGLARY,52,M,501,SINGLE FAMILY DWELLING,Invest Cont,34.0736,-118.3522
200617231,10/26/2020 12:00:00 AM,10/26/2020 12:00:00 AM,1900,Hollywood,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,62,M,702,OFFICE BUILDING/OFFICE,Adult Other,34.0981,-118.3158
200716147,11/19/2020 12:00:00 AM,11/19/2020 12:00:00 AM,1800,Wilshire,1,210,ROBBERY,34,F,102,SIDEWALK,Invest Cont,34.0726,-118.3279
200807585,03/22/2020 12:00:00 AM,03/18/2020 12:00:00 AM,1030,West LA,1,440,THEFT PLAIN - PETTY ($950 & UNDER),50,F,702,OFFICE BUILDING/OFFICE,Invest Cont,34.0588,-118.4439
200709741,05/28/2020 12:00:00 AM,05/28/2020 12:00:00 AM,1453,Wilshire,2,624,BATTERY - SIMPLE ASSAULT,31,F,203,OTHER BUSINESS,Invest Cont,34.0835,-118.3734
200111101,04/28/2020 12:00:00 AM,04/28/2020 12:00:00 AM,830,Central,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",57,F,710,OTHER PREMISE,Adult Other,34.0467,-118.2485
201005417,02-03-2020 00:00,02-01-2020 00:00,1,West Valley,2,354,THEFT OF IDENTITY,74,M,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Invest Cont,34.2077,-118.4912
200215572,09/27/2020 12:00:00 AM,07/27/2020 12:00:00 AM,1600,Rampart,2,850,INDECENT EXPOSURE,42,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Invest Cont,34.0572,-118.2658
200105054,01/15/2020 12:00:00 AM,01-10-2020 00:00,1700,Central,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),32,F,707,GARAGE/CARPORT,Invest Cont,34.0389,-118.2643
200319565,10/29/2020 12:00:00 AM,10/29/2020 12:00:00 AM,1600,Southwest,2,624,BATTERY - SIMPLE ASSAULT,31,F,108,PARKING LOT,Invest Cont,34.0216,-118.3296
200316589,08/31/2020 12:00:00 AM,08/31/2020 12:00:00 AM,1245,Southwest,2,624,BATTERY - SIMPLE ASSAULT,19,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Adult Arrest,34.0184,-118.2952
200708689,04/28/2020 12:00:00 AM,04/27/2020 12:00:00 AM,1030,Wilshire,1,330,BURGLARY FROM VEHICLE,52,F,123,PARKING UNDERGROUND/BUILDING,Invest Cont,34.0624,-118.3504
201111404,07/14/2020 12:00:00 AM,07/13/2020 12:00:00 AM,1630,Northeast,1,450,THEFT FROM PERSON - ATTEMPT,14,F,101,STREET,Adult Arrest,34.0909,-118.2917
200708936,05-05-2020 00:00,05-04-2020 00:00,920,Wilshire,2,354,THEFT OF IDENTITY,35,F,501,SINGLE FAMILY DWELLING,Invest Cont,34.0838,-118.3627
201300868,07/20/2020 12:00:00 AM,07/20/2020 12:00:00 AM,215,Newton,1,210,ROBBERY,0,M,101,STREET,Adult Arrest,34.0075,-118.2565
200711610,07/14/2020 12:00:00 AM,07/13/2020 12:00:00 AM,1430,Wilshire,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",29,M,406,OTHER STORE,Invest Cont,34.0761,-118.3772
200619489,12/21/2020 12:00:00 AM,12/21/2020 12:00:00 AM,300,Hollywood,1,761,BRANDISH WEAPON,51,M,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Adult Arrest,34.0958,-118.311
200614630,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,1500,Hollywood,2,888,TRESPASSING,82,F,121,YARD (RESIDENTIAL/BUSINESS),Invest Cont,34.1091,-118.3431
201213202,05/20/2020 12:00:00 AM,05/20/2020 12:00:00 AM,2230,77th Street,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,45,M,101,STREET,Invest Cont,33.9876,-118.3024
201224533,11/16/2020 12:00:00 AM,11/16/2020 12:00:00 AM,5,77th Street,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",53,M,108,PARKING LOT,Adult Other,33.9746,-118.2892
200412397,09-02-2020 00:00,08/21/2020 12:00:00 AM,800,Hollenbeck,1,440,THEFT PLAIN - PETTY ($950 & UNDER),46,M,232,"DELIVERY SERVICE (FED EX, UPS, COURIERS,COURIER SERVICE)*",Invest Cont,34.0441,-118.1978
201204978,01/15/2020 12:00:00 AM,01/14/2020 12:00:00 AM,1730,77th Street,1,330,BURGLARY FROM VEHICLE,38,M,501,SINGLE FAMILY DWELLING,Invest Cont,33.9638,-118.2673
200506064,02/18/2020 12:00:00 AM,02/18/2020 12:00:00 AM,1730,Harbor,2,624,BATTERY - SIMPLE ASSAULT,31,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Juv Arrest,33.7817,-118.2574
200118974,10-06-2020 00:00,09/29/2020 12:00:00 AM,1340,Central,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,22,M,102,SIDEWALK,Invest Cont,34.0522,-118.2434
201113027,08/29/2020 12:00:00 AM,08/28/2020 12:00:00 AM,2335,Northeast,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),58,F,104,DRIVEWAY,Invest Cont,34.0812,-118.252
200915605,10-06-2020 00:00,10-06-2020 00:00,930,Van Nuys,2,354,THEFT OF IDENTITY,33,M,108,PARKING LOT,Invest Cont,34.1603,-118.4399
200809661,05/19/2020 12:00:00 AM,05/18/2020 12:00:00 AM,1730,West LA,1,330,BURGLARY FROM VEHICLE,33,F,104,DRIVEWAY,Invest Cont,34.0432,-118.4541
200604700,01/16/2020 12:00:00 AM,01/15/2020 12:00:00 AM,1,Hollywood,1,330,BURGLARY FROM VEHICLE,35,M,101,STREET,Invest Cont,34.1004,-118.3433
200305025,01/18/2020 12:00:00 AM,01/18/2020 12:00:00 AM,1400,Southwest,1,510,VEHICLE - STOLEN,0,,101,STREET,Invest Cont,34.0074,-118.285
200409165,05/24/2020 12:00:00 AM,05/24/2020 12:00:00 AM,135,Hollenbeck,2,753,DISCHARGE FIREARMS/SHOTS FIRED,0,M,101,STREET,Invest Cont,34.0787,-118.2028
200908879,04/24/2020 12:00:00 AM,02-05-2020 00:00,800,Van Nuys,2,662,"BUNCO, GRAND THEFT",34,M,710,OTHER PREMISE,Invest Cont,34.1887,-118.4465
200613265,07/30/2020 12:00:00 AM,07/29/2020 12:00:00 AM,730,Hollywood,1,510,VEHICLE - STOLEN,0,,101,STREET,Invest Cont,34.1074,-118.3193
200507119,03-12-2020 00:00,02-01-2020 00:00,1,Harbor,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,10,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Adult Arrest,33.7288,-118.288
201107194,03-11-2020 00:00,03-11-2020 00:00,1100,Northeast,1,510,VEHICLE - STOLEN,0,,108,PARKING LOT,Invest Cont,34.114,-118.1949
200416216,12/23/2020 12:00:00 AM,12/22/2020 12:00:00 AM,1800,Hollenbeck,1,330,BURGLARY FROM VEHICLE,40,F,101,STREET,Invest Cont,34.0757,-118.2177
200608743,04-05-2020 00:00,04-05-2020 00:00,1600,Hollywood,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",52,F,403,DRUG STORE,Adult Other,34.1015,-118.3425
200618728,12-01-2020 00:00,12-01-2020 00:00,235,Hollywood,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",40,F,102,SIDEWALK,Invest Cont,34.0889,-118.3405
200321294,12-05-2020 00:00,12-05-2020 00:00,1230,Southwest,2,624,BATTERY - SIMPLE ASSAULT,46,F,242,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",Adult Other,34.0073,-118.298
200322296,12/26/2020 12:00:00 AM,12/26/2020 12:00:00 AM,1900,Southwest,2,625,OTHER ASSAULT,58,M,102,SIDEWALK,Invest Cont,34.0103,-118.3002
201113970,09/25/2020 12:00:00 AM,09/21/2020 12:00:00 AM,942,Northeast,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0,X,203,OTHER BUSINESS,Invest Cont,34.0984,-118.2874
200219047,12/27/2020 12:00:00 AM,12/27/2020 12:00:00 AM,1630,Rampart,1,510,VEHICLE - STOLEN,0,,101,STREET,Invest Cont,34.0763,-118.2613
200407117,03/20/2020 12:00:00 AM,03/20/2020 12:00:00 AM,230,Hollenbeck,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",44,M,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Invest Cont,34.0523,-118.2068
200117988,09/15/2020 12:00:00 AM,09-03-2020 00:00,2000,Central,1,510,VEHICLE - STOLEN,0,,707,GARAGE/CARPORT,Invest Cont,34.0615,-118.247
201306108,02-06-2020 00:00,02-06-2020 00:00,1225,Newton,1,330,BURGLARY FROM VEHICLE,24,F,101,STREET,Invest Cont,34.0376,-118.2531
201215288,06/24/2020 12:00:00 AM,06/24/2020 12:00:00 AM,930,77th Street,1,761,BRANDISH WEAPON,66,M,101,STREET,Adult Other,33.9673,-118.3156
200115686,08-01-2020 00:00,08-01-2020 00:00,100,Central,1,330,BURGLARY FROM VEHICLE,21,F,123,PARKING UNDERGROUND/BUILDING,Invest Cont,34.0437,-118.2582
